Year,Region,Region code,Country,Country code,Data category,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readability,Non-proprietary,Download options,Metadata availability,Terms of use,Openness subscore,Overall score
2024,Southern Africa,AFZ,Namibia,NAM,Price indexes,100,50,50,0,-,50,100,100,50,50,100,80,66.7
2024,Southern Africa,AFZ,Namibia,NAM,Government finance,100,100,100,0,-,75,100,100,50,50,100,80,77.8
2024,Southern Africa,AFZ,Namibia,NAM,Money and banking,50,50,50,-,-,50,100,100,50,50,0,60,56.2
2024,Southern Africa,AFZ,Namibia,NAM,International trade,100,100,100,-,-,100,100,100,50,50,0,60,75
2024,Southern Africa,AFZ,Namibia,NAM,Balance of payments,100,100,100,-,-,100,100,100,50,50,0,60,75
2024,Southern Africa,AFZ,Namibia,NAM,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Southern Africa,AFZ,Namibia,NAM,Economic and financial statistics subscore,85.7,64.3,71.4,0,0,59.6,85.7,100,50,50,57.1,68.6,64.8
2024,Southern Africa,AFZ,Namibia,NAM,Agriculture and land use,100,50,50,0,0,40,0,100,50,50,50,50,45
2024,Southern Africa,AFZ,Namibia,NAM,Resource use,50,50,0,0,-,25,0,100,0,50,100,50,38.9
2024,Southern Africa,AFZ,Namibia,NAM,Energy,50,50,50,-,-,50,0,100,50,50,100,60,56.2
2024,Southern Africa,AFZ,Namibia,NAM,Pollution,50,0,0,-,-,16.7,0,100,50,50,0,40,31.2
2024,Southern Africa,AFZ,Namibia,NAM,Built environment,100,0,0,0,0,20,0,100,50,50,0,40,30
2024,Southern Africa,AFZ,Namibia,NAM,Environment subscore,70,30,20,0,0,30,0,100,40,50,50,48,40
2024,Southern Africa,AFZ,Namibia,NAM,All categories,61.9,33.1,35.5,2.3,0,31.4,31.9,90,41.7,45,40.7,49.9,41.4
2024,Southern Africa,AFZ,South Africa,ZAF,Population and vital statistics,100,50,50,50,50,60,0,100,50,50,100,60,60
2024,Southern Africa,AFZ,South Africa,ZAF,Education facilities,0,0,0,0,0,0,0,100,50,50,100,60,30
2024,Southern Africa,AFZ,South Africa,ZAF,Education outcomes,50,50,50,50,0,40,0,100,50,50,100,60,50
2024,Southern Africa,AFZ,South Africa,ZAF,Health facilities,50,50,0,0,0,20,0,100,0,50,0,30,25
2024,Southern Africa,AFZ,South Africa,ZAF,Health outcomes,50,50,50,50,0,40,0,100,50,50,50,50,45
2024,Southern Africa,AFZ,South Africa,ZAF,Reproductive health,100,50,50,50,0,50,0,100,50,50,50,50,50
2024,Southern Africa,AFZ,South Africa,ZAF,Food security and nutrition,100,50,0,0,-,37.5,0,100,50,50,100,60,50
2024,Southern Africa,AFZ,South Africa,ZAF,Gender statistics,100,50,50,0,0,40,0,100,50,50,100,60,50
2024,Southern Africa,AFZ,South Africa,ZAF,Crime and justice,50,50,50,0,0,30,0,100,50,50,50,50,40
2024,Southern Africa,AFZ,South Africa,ZAF,Poverty and income,100,0,0,0,0,20,50,100,50,50,50,60,40
2024,Southern Africa,AFZ,South Africa,ZAF,Social statistics subscore,70,40,30,20,5.6,33.7,5,100,45,50,70,54,43.9
2024,Southern Africa,AFZ,South Africa,ZAF,National accounts,100,100,100,0,-,75,100,100,50,50,100,80,77.8
2024,Southern Africa,AFZ,South Africa,ZAF,Labor,100,100,100,0,0,60,100,100,50,50,100,80,70
2024,Southern Africa,AFZ,South Africa,ZAF,Price indexes,100,100,100,0,-,75,0,100,50,50,100,60,66.7
2024,Southern Africa,AFZ,South Africa,ZAF,Government finance,100,50,0,0,-,37.5,0,100,0,50,100,50,44.4
2024,Southern Africa,AFZ,South Africa,ZAF,Money and banking,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Southern Africa,AFZ,South Africa,ZAF,International trade,100,100,100,-,-,100,100,100,50,50,0,60,75
2024,Southern Africa,AFZ,South Africa,ZAF,Balance of payments,100,100,100,-,-,100,100,100,50,50,0,60,75
2024,Southern Africa,AFZ,South Africa,ZAF,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Southern Africa,AFZ,South Africa,ZAF,Economic and financial statistics subscore,85.7,78.6,71.4,0,0,63.5,57.1,85.7,35.7,42.9,57.1,55.7,59
2024,Southern Africa,AFZ,South Africa,ZAF,Agriculture and land use,100,50,50,50,0,50,50,100,50,50,100,70,60
2024,Southern Africa,AFZ,South Africa,ZAF,Resource use,100,50,50,0,-,50,50,100,50,50,100,70,61.1
2024,Southern Africa,AFZ,South Africa,ZAF,Energy,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Southern Africa,AFZ,South Africa,ZAF,Pollution,100,50,50,-,-,66.7,0,100,50,50,100,60,62.5
2024,Southern Africa,AFZ,South Africa,ZAF,Built environment,100,100,100,50,0,70,0,100,50,50,100,60,65
2024,Southern Africa,AFZ,South Africa,ZAF,Environment subscore,80,50,50,33.3,0,50,20,80,40,40,80,52,51.1
2024,Southern Africa,AFZ,South Africa,ZAF,All categories,78.6,56.2,50.5,18.4,3.5,47.6,27.4,88.6,40.2,44.3,69,53.9,51
2024,Southern Africa,AFZ,Eswatini,SWZ,Population and vital statistics,50,50,50,50,0,40,0,100,50,50,0,40,40
2024,Southern Africa,AFZ,Eswatini,SWZ,Education facilities,0,0,0,0,0,0,0,100,50,0,0,30,15
2024,Southern Africa,AFZ,Eswatini,SWZ,Education outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Southern Africa,AFZ,Eswatini,SWZ,Health facilities,50,50,50,0,0,30,0,100,50,0,0,30,30
2024,Southern Africa,AFZ,Eswatini,SWZ,Health outcomes,50,50,0,0,0,20,0,100,0,50,0,30,25
2024,Southern Africa,AFZ,Eswatini,SWZ,Reproductive health,100,50,50,50,0,50,0,100,50,50,0,40,45
2024,Southern Africa,AFZ,Eswatini,SWZ,Food security and nutrition,50,50,0,0,-,25,0,100,0,50,0,30,27.8
2024,Southern Africa,AFZ,Eswatini,SWZ,Gender statistics,50,50,0,0,0,20,0,100,50,50,0,40,30
2024,Southern Africa,AFZ,Eswatini,SWZ,Crime and justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Southern Africa,AFZ,Eswatini,SWZ,Poverty and income,50,0,0,0,0,10,0,100,50,50,0,40,25
2024,Southern Africa,AFZ,Eswatini,SWZ,Social statistics subscore,40,30,15,10,0,19.4,0,80,30,30,0,28,23.7
2024,Southern Africa,AFZ,Eswatini,SWZ,National accounts,50,50,50,0,-,37.5,0,100,50,50,0,40,38.9
2024,Southern Africa,AFZ,Eswatini,SWZ,Labor,100,50,50,0,0,40,0,100,50,50,0,40,40
2024,Southern Africa,AFZ,Eswatini,SWZ,Price indexes,50,50,50,0,-,37.5,100,100,100,50,0,70,55.6
2024,Southern Africa,AFZ,Eswatini,SWZ,Government finance,100,100,50,0,-,62.5,50,100,50,50,0,50,55.6
2024,Southern Africa,AFZ,Eswatini,SWZ,Money and banking,100,50,50,-,-,66.7,50,100,50,50,0,50,56.2
2024,Southern Africa,AFZ,Eswatini,SWZ,International trade,100,0,50,-,-,50,100,100,100,50,0,70,62.5
2024,Southern Africa,AFZ,Eswatini,SWZ,Balance of payments,100,50,50,-,-,66.7,50,100,50,50,0,50,56.2
2024,Southern Africa,AFZ,Eswatini,SWZ,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Southern Africa,AFZ,Eswatini,SWZ,Economic and financial statistics subscore,85.7,50,50,0,0,50,50,100,64.3,50,0,52.9,51.6
2024,Southern Africa,AFZ,Eswatini,SWZ,Agriculture and land use,50,50,50,0,0,30,0,100,50,50,0,40,35
2024,Southern Africa,AFZ,Eswatini,SWZ,Resource use,50,0,0,0,-,12.5,100,100,100,0,0,60,38.9
2024,Southern Africa,AFZ,Eswatini,SWZ,Energy,50,50,0,-,-,33.3,0,100,0,0,0,20,25
2024,Southern Africa,AFZ,Eswatini,SWZ,Pollution,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Southern Africa,AFZ,Eswatini,SWZ,Built environment,100,50,0,0,0,30,0,100,50,50,0,40,35
2024,Southern Africa,AFZ,Eswatini,SWZ,Environment subscore,50,30,10,0,0,22.5,20,80,40,20,0,32,27.8
2024,Southern Africa,AFZ,Eswatini,SWZ,All categories,58.6,36.7,25,4.6,0,29.4,23.3,86.7,44.8,33.3,0,37.6,33.9
2024,Western Africa,AFW,Benin,BEN,Population and vital statistics,100,50,50,50,0,50,50,100,50,50,50,60,55
2024,Western Africa,AFW,Benin,BEN,Education facilities,50,50,50,50,50,50,100,100,50,50,100,80,65
2024,Western Africa,AFW,Benin,BEN,Education outcomes,50,50,50,50,50,50,100,100,50,50,100,80,65
2024,Western Africa,AFW,Benin,BEN,Health facilities,100,50,0,100,0,50,0,100,50,50,50,50,50
2024,Western Africa,AFW,Benin,BEN,Health outcomes,100,50,0,50,0,40,0,100,50,50,50,50,45
2024,Western Africa,AFW,Benin,BEN,Reproductive health,100,50,50,100,0,60,0,100,50,50,50,50,55
2024,Western Africa,AFW,Benin,BEN,Food security and nutrition,100,50,0,0,-,37.5,50,100,50,50,100,70,55.6
2024,Western Africa,AFW,Benin,BEN,Gender statistics,100,50,50,50,0,50,0,100,50,50,100,60,55
2024,Western Africa,AFW,Benin,BEN,Crime and justice,50,0,50,50,0,30,0,100,50,50,50,50,40
2024,Western Africa,AFW,Benin,BEN,Poverty and income,100,50,0,100,0,50,50,100,50,50,100,70,60
2024,Western Africa,AFW,Benin,BEN,Social statistics subscore,85,45,30,60,11.1,46.9,35,100,50,50,75,62,54.5
2024,Western Africa,AFW,Benin,BEN,National accounts,50,50,50,0,-,37.5,50,100,50,50,50,60,50
2024,Western Africa,AFW,Benin,BEN,Labor,100,0,0,50,0,30,50,100,50,50,100,70,50
2024,Western Africa,AFW,Benin,BEN,Price indexes,100,100,100,0,-,75,50,100,50,50,50,60,66.7
2024,Western Africa,AFW,Benin,BEN,Government finance,100,50,0,0,-,37.5,0,100,0,50,0,30,33.3
2024,Western Africa,AFW,Benin,BEN,Money and banking,100,100,100,-,-,100,100,100,100,50,50,80,87.5
2024,Western Africa,AFW,Benin,BEN,International trade,100,50,0,-,-,50,100,100,0,50,100,70,62.5
2024,Western Africa,AFW,Benin,BEN,Balance of payments,100,100,100,-,-,100,100,100,100,50,50,80,87.5
2024,Western Africa,AFW,Benin,BEN,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Western Africa,AFW,Benin,BEN,Economic and financial statistics subscore,92.9,64.3,50,12.5,0,57.7,64.3,100,50,50,57.1,64.3,61.5
2024,Western Africa,AFW,Benin,BEN,Agriculture and land use,100,50,50,100,100,80,100,50,50,50,50,60,70
2024,Western Africa,AFW,Benin,BEN,Resource use,100,50,50,50,-,62.5,100,100,50,50,50,70,66.7
2024,Western Africa,AFW,Benin,BEN,Energy,50,50,50,-,-,50,50,100,50,50,50,60,56.2
2024,Western Africa,AFW,Benin,BEN,Pollution,50,0,0,-,-,16.7,100,100,100,50,100,90,62.5
2024,Western Africa,AFW,Benin,BEN,Built environment,100,50,50,100,0,60,0,100,0,50,100,50,55
2024,Western Africa,AFW,Benin,BEN,Environment subscore,80,40,40,83.3,50,57.5,70,90,50,50,70,66,62.2
2024,Western Africa,AFW,Benin,BEN,All categories,86,49.8,40,53.9,20.8,53.5,56.4,96.7,50,50,67.4,64.1,59.2
2024,Western Africa,AFW,Burkina Faso,BFA,Population and vital statistics,50,50,50,50,0,40,50,100,50,50,50,60,50
2024,Western Africa,AFW,Burkina Faso,BFA,Education facilities,50,50,50,50,0,40,100,100,50,50,100,80,60
2024,Western Africa,AFW,Burkina Faso,BFA,Education outcomes,100,100,100,100,0,80,100,100,100,50,100,90,85
2024,Western Africa,AFW,Burkina Faso,BFA,Health facilities,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Western Africa,AFW,Burkina Faso,BFA,Health outcomes,50,50,50,50,0,40,50,100,50,50,50,60,50
2024,Western Africa,AFW,Burkina Faso,BFA,Reproductive health,100,50,50,50,0,50,50,100,50,50,50,60,55
2024,Western Africa,AFW,Burkina Faso,BFA,Food security and nutrition,50,50,50,50,-,50,100,100,100,100,100,100,77.8
2024,Western Africa,AFW,Burkina Faso,BFA,Gender statistics,100,100,50,50,0,60,50,100,50,50,50,60,60
2024,Western Africa,AFW,Burkina Faso,BFA,Crime and justice,50,50,50,50,0,40,50,100,50,50,50,60,50
2024,Western Africa,AFW,Burkina Faso,BFA,Poverty and income,100,50,50,0,0,40,100,100,100,50,100,90,65
2024,Western Africa,AFW,Burkina Faso,BFA,Social statistics subscore,75,65,60,45,0,50,75,100,70,55,75,75,62.6
2024,Western Africa,AFW,Burkina Faso,BFA,National accounts,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Western Africa,AFW,Burkina Faso,BFA,Labor,100,50,0,50,0,40,50,100,50,50,50,60,50
2024,Western Africa,AFW,Burkina Faso,BFA,Price indexes,100,100,50,0,-,62.5,100,100,50,50,100,80,72.2
2024,Western Africa,AFW,Burkina Faso,BFA,Government finance,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Western Africa,AFW,Burkina Faso,BFA,Money and banking,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Western Africa,AFW,Burkina Faso,BFA,International trade,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Western Africa,AFW,Burkina Faso,BFA,Balance of payments,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Western Africa,AFW,Burkina Faso,BFA,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Western Africa,AFW,Burkina Faso,BFA,Economic and financial statistics subscore,100,92.9,78.6,12.5,0,75,92.9,100,85.7,71.4,92.9,88.6,82.8
2024,Western Africa,AFW,Burkina Faso,BFA,Agriculture and land use,100,100,100,100,100,100,100,100,100,100,100,100,100
2024,Western Africa,AFW,Burkina Faso,BFA,Resource use,100,50,100,50,-,75,100,100,100,100,100,100,88.9
2024,Western Africa,AFW,Burkina Faso,BFA,Energy,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Western Africa,AFW,Burkina Faso,BFA,Pollution,100,50,50,-,-,66.7,100,100,100,100,100,100,87.5
2024,Western Africa,AFW,Burkina Faso,BFA,Built environment,100,50,50,100,0,60,50,100,50,50,50,60,60
2024,Western Africa,AFW,Burkina Faso,BFA,Environment subscore,100,70,80,83.3,50,80,90,100,90,90,90,92,86.7
2024,Western Africa,AFW,Burkina Faso,BFA,All categories,91.7,76,72.9,47,13.9,66.9,86,100,81.9,72.1,86,85.2,76.8
2024,Western Africa,AFW,Cabo Verde,CPV,Population and vital statistics,100,100,100,100,0,80,100,100,50,50,0,60,70
2024,Western Africa,AFW,Cabo Verde,CPV,Education facilities,0,0,0,0,0,0,0,100,0,100,0,40,20
2024,Western Africa,AFW,Cabo Verde,CPV,Education outcomes,50,50,50,0,0,30,0,100,0,100,0,40,35
2024,Western Africa,AFW,Cabo Verde,CPV,Health facilities,100,100,50,100,0,70,0,100,50,50,0,40,55
2024,Western Africa,AFW,Cabo Verde,CPV,Health outcomes,50,50,50,50,0,40,0,100,0,50,0,30,35
2024,Western Africa,AFW,Cabo Verde,CPV,Reproductive health,100,100,50,50,0,60,50,100,50,50,0,50,55
2024,Western Africa,AFW,Cabo Verde,CPV,Food security and nutrition,50,0,0,50,-,25,0,100,50,50,0,40,33.3
2024,Western Africa,AFW,Cabo Verde,CPV,Gender statistics,50,50,50,0,0,30,50,100,50,50,0,50,40
2024,Western Africa,AFW,Cabo Verde,CPV,Crime and justice,50,50,50,50,0,40,50,50,50,50,0,40,40
2024,Western Africa,AFW,Cabo Verde,CPV,Poverty and income,50,50,50,0,0,30,0,100,50,50,0,40,35
2024,Western Africa,AFW,Cabo Verde,CPV,Social statistics subscore,60,55,45,40,0,40.8,25,95,35,60,0,43,41.9
2024,Western Africa,AFW,Cabo Verde,CPV,National accounts,100,100,100,0,-,75,100,100,100,50,0,70,72.2
2024,Western Africa,AFW,Cabo Verde,CPV,Labor,100,100,100,100,0,80,100,100,50,100,0,70,75
2024,Western Africa,AFW,Cabo Verde,CPV,Price indexes,50,50,50,0,-,37.5,100,100,100,100,0,80,61.1
2024,Western Africa,AFW,Cabo Verde,CPV,Government finance,100,50,100,0,-,62.5,100,0,50,50,0,40,50
2024,Western Africa,AFW,Cabo Verde,CPV,Money and banking,100,100,100,-,-,100,100,100,100,50,0,70,81.2
2024,Western Africa,AFW,Cabo Verde,CPV,International trade,100,100,100,-,-,100,100,100,100,50,0,70,81.2
2024,Western Africa,AFW,Cabo Verde,CPV,Balance of payments,100,100,100,-,-,100,100,100,100,50,0,70,81.2
2024,Western Africa,AFW,Cabo Verde,CPV,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Western Africa,AFW,Cabo Verde,CPV,Economic and financial statistics subscore,92.9,85.7,92.9,25,0,76.9,100,85.7,85.7,64.3,0,67.1,71.3
2024,Western Africa,AFW,Cabo Verde,CPV,Agriculture and land use,50,50,50,0,0,30,0,100,50,50,0,40,35
2024,Western Africa,AFW,Cabo Verde,CPV,Resource use,50,50,50,0,-,37.5,0,100,0,50,0,30,33.3
2024,Western Africa,AFW,Cabo Verde,CPV,Energy,50,50,50,-,-,50,0,100,0,50,0,30,37.5
2024,Western Africa,AFW,Cabo Verde,CPV,Pollution,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Western Africa,AFW,Cabo Verde,CPV,Built environment,100,50,50,0,0,40,0,100,0,50,0,30,35
2024,Western Africa,AFW,Cabo Verde,CPV,Environment subscore,50,40,40,0,0,32.5,0,80,10,40,0,26,28.9
2024,Western Africa,AFW,Cabo Verde,CPV,All categories,67.6,60.2,59.3,25,0,48.8,41.7,86.9,43.6,54.8,0,45.4,46.9
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Population and vital statistics,50,50,50,50,50,50,50,100,50,50,100,70,60
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Education facilities,50,50,50,0,0,30,100,100,100,50,100,90,60
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Education outcomes,0,0,0,0,0,0,100,100,100,50,100,90,45
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Health facilities,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Health outcomes,50,50,0,0,50,30,100,100,100,50,100,90,60
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Reproductive health,100,50,50,0,0,40,100,100,100,50,100,90,65
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Food security and nutrition,0,0,0,0,-,0,0,0,0,0,0,0,0
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Gender statistics,100,100,50,0,0,50,100,100,100,50,100,90,70
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Crime and justice,50,50,50,0,0,30,100,100,100,50,100,90,60
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Poverty and income,100,50,50,0,0,40,50,100,50,50,100,70,55
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Social statistics subscore,60,50,40,5,11.1,33.7,80,90,80,45,90,77,55.6
2024,Western Africa,AFW,Cote d'Ivoire,CIV,National accounts,50,50,50,0,-,37.5,100,100,100,50,100,90,66.7
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Labor,50,50,50,0,0,30,100,100,100,50,100,90,60
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Price indexes,100,100,50,0,-,62.5,100,100,100,50,100,90,77.8
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Government finance,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Money and banking,100,100,50,-,-,83.3,50,100,50,50,50,60,68.8
2024,Western Africa,AFW,Cote d'Ivoire,CIV,International trade,50,50,50,-,-,50,100,100,100,50,100,90,75
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Balance of payments,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Economic and financial statistics subscore,78.6,78.6,64.3,0,0,59.6,92.9,100,92.9,50,92.9,85.7,74.6
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Agriculture and land use,100,50,50,0,0,40,50,100,50,50,100,70,55
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Resource use,100,50,50,0,-,50,50,100,50,50,50,60,55.6
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Energy,50,50,50,-,-,50,50,100,50,50,50,60,56.2
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Pollution,50,0,0,-,-,16.7,100,100,100,50,100,90,62.5
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Built environment,100,50,0,0,0,30,100,100,100,50,100,90,60
2024,Western Africa,AFW,Cote d'Ivoire,CIV,Environment subscore,80,40,30,0,0,37.5,70,100,70,50,80,74,57.8
2024,Western Africa,AFW,Cote d'Ivoire,CIV,All categories,72.9,56.2,44.8,2.3,6.9,42.5,81,96.7,81,48.3,87.6,78.9,62.3
2024,Western Africa,AFW,The Gambia,GMB,Population and vital statistics,100,50,0,50,50,50,0,100,0,50,0,30,40
2024,Western Africa,AFW,The Gambia,GMB,Education facilities,50,50,50,50,0,40,50,100,0,50,0,40,40
2024,Western Africa,AFW,The Gambia,GMB,Education outcomes,50,50,50,50,50,50,50,100,50,50,0,50,50
2024,Western Africa,AFW,The Gambia,GMB,Health facilities,100,50,0,0,0,30,0,100,0,50,0,30,30
2024,Western Africa,AFW,The Gambia,GMB,Health outcomes,100,50,0,50,0,40,0,100,0,50,0,30,35
2024,Western Africa,AFW,The Gambia,GMB,Reproductive health,100,50,50,50,0,50,50,100,50,50,0,50,50
2024,Western Africa,AFW,The Gambia,GMB,Food security and nutrition,100,50,0,100,-,62.5,0,100,0,50,0,30,44.4
2024,Western Africa,AFW,The Gambia,GMB,Gender statistics,100,50,50,100,0,60,50,100,50,50,0,50,55
2024,Western Africa,AFW,The Gambia,GMB,Crime and justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Western Africa,AFW,The Gambia,GMB,Poverty and income,100,50,0,100,0,50,100,100,50,50,0,60,55
2024,Western Africa,AFW,The Gambia,GMB,Social statistics subscore,80,45,20,55,11.1,42.9,30,90,20,45,0,37,39.9
2024,Western Africa,AFW,The Gambia,GMB,National accounts,50,50,50,0,-,37.5,0,100,50,50,0,40,38.9
2024,Western Africa,AFW,The Gambia,GMB,Labor,100,50,0,100,0,50,0,100,0,50,0,30,40
2024,Western Africa,AFW,The Gambia,GMB,Price indexes,100,100,100,0,-,75,100,100,100,100,0,80,77.8
2024,Western Africa,AFW,The Gambia,GMB,Government finance,100,100,100,0,-,75,100,100,100,100,0,80,77.8
2024,Western Africa,AFW,The Gambia,GMB,Money and banking,100,100,100,-,-,100,100,100,100,50,0,70,81.2
2024,Western Africa,AFW,The Gambia,GMB,International trade,50,50,50,-,-,50,0,100,50,50,0,40,43.8
2024,Western Africa,AFW,The Gambia,GMB,Balance of payments,100,100,100,-,-,100,100,100,100,100,0,80,87.5
2024,Western Africa,AFW,The Gambia,GMB,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Western Africa,AFW,The Gambia,GMB,Economic and financial statistics subscore,85.7,78.6,71.4,25,0,67.3,57.1,100,71.4,71.4,0,60,63.1
2024,Western Africa,AFW,The Gambia,GMB,Agriculture and land use,50,50,50,50,0,40,0,100,50,50,0,40,40
2024,Western Africa,AFW,The Gambia,GMB,Resource use,50,50,50,0,-,37.5,100,100,100,50,0,70,55.6
2024,Western Africa,AFW,The Gambia,GMB,Energy,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Western Africa,AFW,The Gambia,GMB,Pollution,50,0,0,-,-,16.7,100,100,100,50,0,70,50
2024,Western Africa,AFW,The Gambia,GMB,Built environment,100,50,50,0,0,40,100,100,100,100,0,80,60
2024,Western Africa,AFW,The Gambia,GMB,Environment subscore,50,30,30,16.7,0,30,60,80,70,50,0,52,42.2
2024,Western Africa,AFW,The Gambia,GMB,All categories,71.9,51.2,40.5,36.5,6.9,46,49,90,53.8,55.5,0,49.7,48
2024,Western Africa,AFW,Ghana,GHA,Population and vital statistics,100,50,50,100,50,70,50,100,50,50,0,50,60
2024,Western Africa,AFW,Ghana,GHA,Education facilities,50,0,50,50,50,40,0,100,50,50,0,40,40
2024,Western Africa,AFW,Ghana,GHA,Education outcomes,100,50,50,100,100,80,50,100,50,50,0,50,65
2024,Western Africa,AFW,Ghana,GHA,Health facilities,50,50,0,50,0,30,0,100,50,50,0,40,35
2024,Western Africa,AFW,Ghana,GHA,Health outcomes,50,0,0,50,0,20,0,100,0,50,0,30,25
2024,Western Africa,AFW,Ghana,GHA,Reproductive health,100,50,0,100,0,50,50,100,50,50,0,50,50
2024,Western Africa,AFW,Ghana,GHA,Food security and nutrition,100,50,0,100,-,62.5,0,100,0,50,0,30,44.4
2024,Western Africa,AFW,Ghana,GHA,Gender statistics,100,50,50,100,0,60,50,100,50,50,0,50,55
2024,Western Africa,AFW,Ghana,GHA,Crime and justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Western Africa,AFW,Ghana,GHA,Poverty and income,100,50,0,100,100,70,50,100,50,50,0,50,60
2024,Western Africa,AFW,Ghana,GHA,Social statistics subscore,75,35,20,75,33.3,48,25,90,35,45,0,39,43.4
2024,Western Africa,AFW,Ghana,GHA,National accounts,100,100,100,0,-,75,100,100,100,50,0,70,72.2
2024,Western Africa,AFW,Ghana,GHA,Labor,100,50,0,100,0,50,50,100,50,50,0,50,50
2024,Western Africa,AFW,Ghana,GHA,Price indexes,100,100,50,100,-,87.5,100,100,100,50,0,70,77.8
2024,Western Africa,AFW,Ghana,GHA,Government finance,100,100,100,0,-,75,100,100,100,50,0,70,72.2
2024,Western Africa,AFW,Ghana,GHA,Money and banking,100,100,100,-,-,100,100,100,100,50,0,70,81.2
2024,Western Africa,AFW,Ghana,GHA,International trade,100,100,100,-,-,100,100,100,100,0,0,60,75
2024,Western Africa,AFW,Ghana,GHA,Balance of payments,100,100,100,-,-,100,100,100,100,50,0,70,81.2
2024,Western Africa,AFW,Ghana,GHA,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Western Africa,AFW,Ghana,GHA,Economic and financial statistics subscore,100,92.9,78.6,50,0,80.8,92.9,100,92.9,42.9,0,65.7,72.1
2024,Western Africa,AFW,Ghana,GHA,Agriculture and land use,100,50,50,0,0,40,0,100,50,50,0,40,40
2024,Western Africa,AFW,Ghana,GHA,Resource use,50,50,50,0,-,37.5,0,100,50,50,0,40,38.9
2024,Western Africa,AFW,Ghana,GHA,Energy,50,50,50,-,-,50,0,100,50,50,0,40,43.8
2024,Western Africa,AFW,Ghana,GHA,Pollution,100,0,50,-,-,50,100,100,50,50,0,60,56.2
