Year,Region,Region code,Country,Country Code,Data categories,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readable,Nonproprietary,Download options,Metadata available,Terms of use,Openness subscore,Overall score
2023,Caribbean,AMC,Barbados,BRB,Population & vital statistics,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Barbados,BRB,Education facilities,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Barbados,BRB,Education outcomes,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Barbados,BRB,Health facilities,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Barbados,BRB,Health outcomes,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Barbados,BRB,Reproductive health,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Barbados,BRB,Food security & nutrition,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Barbados,BRB,Gender statistics,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Barbados,BRB,Crime & justice,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Barbados,BRB,Poverty & income,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Barbados,BRB,Social statistics subscore,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Barbados,BRB,National accounts,50,50,50,,,50,100,100,50,50,100,80,68.8
2023,Caribbean,AMC,Barbados,BRB,Labor,100,100,100,0,,75,50,100,0,50,100,60,66.7
2023,Caribbean,AMC,Barbados,BRB,Price indexes,50,50,50,,,50,100,100,50,50,100,80,68.8
2023,Caribbean,AMC,Barbados,BRB,Government finance,100,100,100,,,100,100,100,50,50,0,60,75
2023,Caribbean,AMC,Barbados,BRB,Money & banking,50,50,50,,,50,100,100,50,50,0,60,56.3
2023,Caribbean,AMC,Barbados,BRB,International trade,100,100,100,,,100,100,100,50,50,0,60,75
2023,Caribbean,AMC,Barbados,BRB,Balance of payments,100,50,50,,,66.7,100,100,50,50,100,80,75
2023,Caribbean,AMC,Barbados,BRB,Economic & financial statistics subscore,78.6,71.4,71.4,0,,70.5,92.9,100,42.9,50,57.1,68.6,69.3
2023,Caribbean,AMC,Barbados,BRB,Agriculture and land use,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Barbados,BRB,Resource use,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Barbados,BRB,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Barbados,BRB,Pollution,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Barbados,BRB,Built environment,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Barbados,BRB,Environment subscore,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Barbados,BRB,All Categories,26.2,23.8,23.8,0,,21.2,31,33.3,14.3,16.7,19,22.9,22.2
2023,Caribbean,AMC,Cuba,CUB,Population & vital statistics,100,100,100,50,50,80,50,50,0,50,0,30,55
2023,Caribbean,AMC,Cuba,CUB,Education facilities,50,50,50,50,50,50,50,50,0,50,0,30,40
2023,Caribbean,AMC,Cuba,CUB,Education outcomes,50,50,50,50,50,50,50,50,0,50,0,30,40
2023,Caribbean,AMC,Cuba,CUB,Health facilities,50,50,50,50,50,50,50,50,0,50,0,30,40
2023,Caribbean,AMC,Cuba,CUB,Health outcomes,50,50,50,50,0,40,50,50,0,50,0,30,35
2023,Caribbean,AMC,Cuba,CUB,Reproductive health,50,50,50,50,0,40,50,50,50,50,0,40,40
2023,Caribbean,AMC,Cuba,CUB,Food security & nutrition,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Cuba,CUB,Gender statistics,100,50,50,50,0,50,50,50,50,50,0,40,45
2023,Caribbean,AMC,Cuba,CUB,Crime & justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Cuba,CUB,Poverty & income,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Cuba,CUB,Social statistics subscore,45,40,40,35,22.2,36.7,35,35,10,35,0,23,29.8
2023,Caribbean,AMC,Cuba,CUB,National accounts,50,50,50,0,,37.5,50,50,0,50,0,30,33.3
2023,Caribbean,AMC,Cuba,CUB,Labor,100,100,100,50,50,80,0,100,50,50,0,40,60
2023,Caribbean,AMC,Cuba,CUB,Price indexes,50,50,50,0,,37.5,50,50,0,50,0,30,33.3
2023,Caribbean,AMC,Cuba,CUB,Government finance,100,100,100,50,,87.5,50,50,0,50,0,30,55.6
2023,Caribbean,AMC,Cuba,CUB,Money & banking,50,50,50,,,50,50,50,0,50,0,30,37.5
2023,Caribbean,AMC,Cuba,CUB,International trade,50,50,50,,,50,50,50,0,50,0,30,37.5
2023,Caribbean,AMC,Cuba,CUB,Balance of payments,50,50,50,,,50,50,50,0,50,0,30,37.5
2023,Caribbean,AMC,Cuba,CUB,Economic & financial statistics subscore,64.3,64.3,64.3,25,50,57.7,42.9,57.1,7.1,50,0,31.4,42.6
2023,Caribbean,AMC,Cuba,CUB,Agriculture and land use,50,50,50,50,50,50,50,50,0,50,0,30,40
2023,Caribbean,AMC,Cuba,CUB,Resource use,100,100,100,50,,87.5,50,50,0,50,0,30,55.6
2023,Caribbean,AMC,Cuba,CUB,Energy,100,100,100,,,100,50,50,0,50,0,30,56.3
2023,Caribbean,AMC,Cuba,CUB,Pollution,100,100,100,0,,75,50,100,0,50,0,40,55.6
2023,Caribbean,AMC,Cuba,CUB,Built environment,100,100,100,50,0,70,50,50,0,50,0,30,50
2023,Caribbean,AMC,Cuba,CUB,Environment subscore,90,90,90,37.5,25,73.8,50,60,0,50,0,32,51.1
2023,Caribbean,AMC,Cuba,CUB,All Categories,66.4,64.8,64.8,33.4,25.7,55,42.6,50.7,5.7,45,0,28.8,40.9
2023,Caribbean,AMC,Dominica,DMA,Population & vital statistics,50,50,50,0,,37.5,100,100,50,50,100,80,61.1
2023,Caribbean,AMC,Dominica,DMA,Education facilities,50,50,50,50,,50,0,100,50,50,50,50,50
2023,Caribbean,AMC,Dominica,DMA,Education outcomes,50,0,50,50,,37.5,50,100,50,50,100,70,55.6
2023,Caribbean,AMC,Dominica,DMA,Health facilities,50,50,50,0,,37.5,0,100,0,50,50,40,38.9
2023,Caribbean,AMC,Dominica,DMA,Health outcomes,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Dominica,DMA,Reproductive health,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Dominica,DMA,Food security & nutrition,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Dominica,DMA,Gender statistics,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Dominica,DMA,Crime & justice,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Dominica,DMA,Poverty & income,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Dominica,DMA,Social statistics subscore,20,15,20,11.1,,16.7,15,40,15,20,30,24,20.8
2023,Caribbean,AMC,Dominica,DMA,National accounts,50,50,50,,,50,0,100,50,50,100,60,56.3
2023,Caribbean,AMC,Dominica,DMA,Labor,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Dominica,DMA,Price indexes,50,50,50,,,50,100,100,50,50,100,80,68.8
2023,Caribbean,AMC,Dominica,DMA,Government finance,100,100,100,,,100,0,100,0,50,50,40,62.5
2023,Caribbean,AMC,Dominica,DMA,Money & banking,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Dominica,DMA,International trade,50,50,50,,,50,100,100,0,50,100,70,62.5
2023,Caribbean,AMC,Dominica,DMA,Balance of payments,100,50,100,,,83.3,0,100,50,50,100,60,68.8
2023,Caribbean,AMC,Dominica,DMA,Economic & financial statistics subscore,50,42.9,50,0,,45.5,28.6,71.4,21.4,35.7,64.3,44.3,44.7
2023,Caribbean,AMC,Dominica,DMA,Agriculture and land use,50,0,0,0,,12.5,0,100,50,50,100,60,38.9
2023,Caribbean,AMC,Dominica,DMA,Resource use,50,0,50,,,33.3,0,100,50,50,100,60,50
2023,Caribbean,AMC,Dominica,DMA,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Dominica,DMA,Pollution,50,0,0,,,16.7,0,100,50,50,100,60,43.8
2023,Caribbean,AMC,Dominica,DMA,Built environment,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Dominica,DMA,Environment subscore,30,0,10,0,,11.8,0,60,30,30,60,36,26.2
2023,Caribbean,AMC,Dominica,DMA,All Categories,33.3,19.3,26.7,6.9,,23.7,14.5,57.1,22.1,28.6,51.4,34.8,30.2
2023,Caribbean,AMC,Dominican Republic,DOM,Population & vital statistics,100,100,100,100,100,100,100,100,50,50,0,60,80
2023,Caribbean,AMC,Dominican Republic,DOM,Education facilities,50,50,50,50,50,50,100,100,50,50,0,60,55
2023,Caribbean,AMC,Dominican Republic,DOM,Education outcomes,50,50,50,50,50,50,100,100,50,50,0,60,55
2023,Caribbean,AMC,Dominican Republic,DOM,Health facilities,50,50,50,50,50,50,100,100,50,50,0,60,55
2023,Caribbean,AMC,Dominican Republic,DOM,Health outcomes,100,100,100,50,50,80,100,100,50,50,0,60,70
2023,Caribbean,AMC,Dominican Republic,DOM,Reproductive health,50,50,50,0,0,30,100,100,50,50,0,60,45
2023,Caribbean,AMC,Dominican Republic,DOM,Food security & nutrition,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Dominican Republic,DOM,Gender statistics,100,50,50,50,0,50,100,100,50,50,0,60,55
2023,Caribbean,AMC,Dominican Republic,DOM,Crime & justice,100,100,100,50,50,80,100,100,50,50,0,60,70
2023,Caribbean,AMC,Dominican Republic,DOM,Poverty & income,100,100,100,0,0,60,100,100,50,50,0,60,60
2023,Caribbean,AMC,Dominican Republic,DOM,Social statistics subscore,70,65,65,40,38.9,56.1,90,90,45,45,0,54,55.1
2023,Caribbean,AMC,Dominican Republic,DOM,National accounts,100,100,100,0,,75,50,100,0,50,0,40,55.6
2023,Caribbean,AMC,Dominican Republic,DOM,Labor,100,100,100,50,0,70,100,100,50,50,0,60,65
2023,Caribbean,AMC,Dominican Republic,DOM,Price indexes,100,100,100,50,,87.5,100,100,0,50,0,50,66.7
2023,Caribbean,AMC,Dominican Republic,DOM,Government finance,100,100,100,0,,75,50,100,0,50,0,40,55.6
2023,Caribbean,AMC,Dominican Republic,DOM,Money & banking,100,100,50,,,83.3,100,100,50,100,0,70,75
2023,Caribbean,AMC,Dominican Republic,DOM,International trade,50,50,50,,,50,100,100,50,100,0,70,62.5
2023,Caribbean,AMC,Dominican Republic,DOM,Balance of payments,100,100,100,,,100,100,100,50,50,0,60,75
2023,Caribbean,AMC,Dominican Republic,DOM,Economic & financial statistics subscore,92.9,92.9,85.7,25,0,76.9,85.7,100,28.6,64.3,0,55.7,64.8
2023,Caribbean,AMC,Dominican Republic,DOM,Agriculture and land use,50,50,50,0,0,30,50,100,50,50,0,50,40
2023,Caribbean,AMC,Dominican Republic,DOM,Resource use,50,50,50,50,,50,100,100,50,50,0,60,55.6
2023,Caribbean,AMC,Dominican Republic,DOM,Energy,50,50,50,,,50,100,100,50,50,0,60,56.3
2023,Caribbean,AMC,Dominican Republic,DOM,Pollution,50,50,50,0,,37.5,100,100,0,100,0,60,50
2023,Caribbean,AMC,Dominican Republic,DOM,Built environment,100,50,50,50,0,50,0,100,0,50,0,30,40
2023,Caribbean,AMC,Dominican Republic,DOM,Environment subscore,60,50,50,25,0,42.9,70,100,30,60,0,52,47.8
2023,Caribbean,AMC,Dominican Republic,DOM,All Categories,74.3,69.3,66.9,31.3,24.3,57.8,81.9,96.7,34.5,56.4,0,53.9,55.7
2023,Caribbean,AMC,Grenada,GRD,Population & vital statistics,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,Education facilities,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,Education outcomes,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,Health facilities,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,Health outcomes,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,Reproductive health,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,Food security & nutrition,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,Gender statistics,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,Crime & justice,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,Poverty & income,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,Social statistics subscore,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,National accounts,50,50,50,,,50,100,100,100,100,0,80,68.8
2023,Caribbean,AMC,Grenada,GRD,Labor,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,Price indexes,50,50,50,,,50,100,100,50,50,0,60,56.3
2023,Caribbean,AMC,Grenada,GRD,Government finance,100,100,100,,,100,100,100,100,50,0,70,81.3
2023,Caribbean,AMC,Grenada,GRD,Money & banking,100,100,100,,,100,100,100,100,50,0,70,81.3
2023,Caribbean,AMC,Grenada,GRD,International trade,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,Balance of payments,100,100,100,,,100,100,100,50,50,0,60,75
2023,Caribbean,AMC,Grenada,GRD,Economic & financial statistics subscore,57.1,57.1,57.1,0,,54.5,71.4,71.4,57.1,42.9,0,48.6,50.9
2023,Caribbean,AMC,Grenada,GRD,Agriculture and land use,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,Resource use,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,Pollution,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,Built environment,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,Environment subscore,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Grenada,GRD,All Categories,19,19,19,0,,16.4,23.8,23.8,19,14.3,0,16.2,16.3
2023,Caribbean,AMC,Haiti,HTI,Population & vital statistics,0,0,0,0,0,0,0,100,0,0,0,20,10
2023,Caribbean,AMC,Haiti,HTI,Education facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Education outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Health outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Reproductive health,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Food security & nutrition,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Gender statistics,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Crime & justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Poverty & income,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Social statistics subscore,0,0,0,0,0,0,0,10,0,0,0,2,1
2023,Caribbean,AMC,Haiti,HTI,National accounts,50,50,50,0,,37.5,0,100,50,50,0,40,38.9
2023,Caribbean,AMC,Haiti,HTI,Labor,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Price indexes,50,50,50,0,,37.5,0,100,0,50,0,30,33.3
2023,Caribbean,AMC,Haiti,HTI,Government finance,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Money & banking,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,International trade,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Balance of payments,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Economic & financial statistics subscore,14.3,14.3,14.3,0,0,11.5,0,28.6,7.1,14.3,0,10,10.7
2023,Caribbean,AMC,Haiti,HTI,Agriculture and land use,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Resource use,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Built environment,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,Environment subscore,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Haiti,HTI,All Categories,4.8,4.8,4.8,0,0,3.3,0,12.9,2.4,4.8,0,4,3.7
2023,Caribbean,AMC,Jamaica,JAM,Population & vital statistics,100,50,100,0,0,50,50,100,50,50,100,70,60
2023,Caribbean,AMC,Jamaica,JAM,Education facilities,50,50,50,50,0,40,100,100,50,50,100,80,60
2023,Caribbean,AMC,Jamaica,JAM,Education outcomes,50,50,50,0,0,30,100,100,50,50,100,80,55
2023,Caribbean,AMC,Jamaica,JAM,Health facilities,50,50,0,50,0,30,50,100,50,50,100,70,50
2023,Caribbean,AMC,Jamaica,JAM,Health outcomes,50,50,0,0,0,20,50,100,50,50,100,70,45
2023,Caribbean,AMC,Jamaica,JAM,Reproductive health,0,0,0,0,0,0,100,100,100,50,100,90,45
2023,Caribbean,AMC,Jamaica,JAM,Food security & nutrition,100,0,50,0,,37.5,100,100,50,50,100,80,61.1
2023,Caribbean,AMC,Jamaica,JAM,Gender statistics,100,50,50,50,0,50,50,100,50,50,100,70,60
2023,Caribbean,AMC,Jamaica,JAM,Crime & justice,50,50,50,50,0,40,50,100,50,50,100,70,55
2023,Caribbean,AMC,Jamaica,JAM,Poverty & income,100,50,100,0,0,50,100,100,100,50,100,90,70
2023,Caribbean,AMC,Jamaica,JAM,Social statistics subscore,65,40,45,20,0,34.7,75,100,60,50,100,77,56.1
2023,Caribbean,AMC,Jamaica,JAM,National accounts,50,50,50,0,,37.5,100,100,100,100,100,100,72.2
2023,Caribbean,AMC,Jamaica,JAM,Labor,100,100,100,0,0,60,100,100,50,100,100,90,75
2023,Caribbean,AMC,Jamaica,JAM,Price indexes,100,100,100,50,,87.5,100,100,50,100,100,90,88.9
2023,Caribbean,AMC,Jamaica,JAM,Government finance,100,100,100,0,,75,50,100,0,50,0,40,55.6
2023,Caribbean,AMC,Jamaica,JAM,Money & banking,100,50,100,,,83.3,50,50,0,50,0,30,50
2023,Caribbean,AMC,Jamaica,JAM,International trade,50,50,50,,,50,100,100,100,100,100,100,81.3
2023,Caribbean,AMC,Jamaica,JAM,Balance of payments,100,100,100,,,100,100,0,50,50,0,40,62.5
2023,Caribbean,AMC,Jamaica,JAM,Economic & financial statistics subscore,85.7,78.6,85.7,12.5,0,69.2,85.7,78.6,50,78.6,57.1,70,69.7
2023,Caribbean,AMC,Jamaica,JAM,Agriculture and land use,100,50,50,0,0,40,50,100,50,50,100,70,55
2023,Caribbean,AMC,Jamaica,JAM,Resource use,50,50,50,0,,37.5,100,100,100,50,100,90,66.7
2023,Caribbean,AMC,Jamaica,JAM,Energy,50,50,50,,,50,0,100,0,50,100,50,50
2023,Caribbean,AMC,Jamaica,JAM,Pollution,100,50,50,0,,50,50,100,50,50,100,70,61.1
2023,Caribbean,AMC,Jamaica,JAM,Built environment,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,Jamaica,JAM,Environment subscore,60,40,40,0,0,33.3,40,80,40,40,80,56,45.7
2023,Caribbean,AMC,Jamaica,JAM,All Categories,70.2,52.9,56.9,11.4,0,44.3,66.9,86.2,50,56.2,79,67.7,56.9
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Population & vital statistics,50,50,50,50,,50,100,100,0,50,100,70,61.1
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Education facilities,0,0,0,0,,0,0,100,0,0,100,40,22.2
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Education outcomes,50,50,50,0,,37.5,100,100,50,50,100,80,61.1
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Health facilities,50,50,50,0,,37.5,0,100,50,0,100,50,44.4
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Health outcomes,50,50,50,0,,37.5,100,100,50,50,100,80,61.1
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Reproductive health,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Food security & nutrition,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Gender statistics,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Crime & justice,0,0,0,0,,0,100,100,50,50,100,80,44.4
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Poverty & income,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Social statistics subscore,20,20,20,5.6,,16.7,40,60,20,20,60,40,29.8
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,National accounts,50,50,50,,,50,100,100,50,50,100,80,68.8
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Labor,100,0,0,0,,25,100,100,50,50,100,80,55.6
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Price indexes,50,50,50,,,50,100,100,50,100,100,90,75
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Government finance,100,100,100,,,100,100,100,50,100,100,90,93.8
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Money & banking,50,50,50,,,50,100,100,100,0,0,60,56.3
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,International trade,50,50,50,,,50,100,100,0,50,100,70,62.5
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Balance of payments,100,0,50,,,50,100,100,50,100,100,90,75
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Economic & financial statistics subscore,71.4,42.9,50,0,,52.3,100,100,50,64.3,85.7,80,69.3
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Agriculture and land use,50,50,50,0,,37.5,100,100,0,50,100,70,55.6
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Resource use,50,50,50,,,50,100,100,50,50,100,80,68.8
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Pollution,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Built environment,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,Environment subscore,20,20,20,0,,17.6,40,40,10,20,40,30,25
2023,Caribbean,AMC,St. Kitts and Nevis,KNA,All Categories,37.1,27.6,30,3.5,,27.7,60,66.7,26.7,34.8,61.9,50,40.8
2023,Caribbean,AMC,St. Lucia,LCA,Population & vital statistics,100,50,50,0,,50,100,100,50,50,100,80,66.7
2023,Caribbean,AMC,St. Lucia,LCA,Education facilities,50,50,50,0,,37.5,50,100,0,50,100,60,50
2023,Caribbean,AMC,St. Lucia,LCA,Education outcomes,50,50,50,0,,37.5,100,100,50,50,100,80,61.1
2023,Caribbean,AMC,St. Lucia,LCA,Health facilities,50,50,50,0,,37.5,100,100,50,50,100,80,61.1
2023,Caribbean,AMC,St. Lucia,LCA,Health outcomes,50,50,50,0,,37.5,100,100,0,50,100,70,55.6
2023,Caribbean,AMC,St. Lucia,LCA,Reproductive health,50,50,50,0,,37.5,100,100,0,50,100,70,55.6
2023,Caribbean,AMC,St. Lucia,LCA,Food security & nutrition,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,St. Lucia,LCA,Gender statistics,50,0,0,0,,12.5,100,100,0,50,100,70,44.4
2023,Caribbean,AMC,St. Lucia,LCA,Crime & justice,100,100,100,0,,75,100,100,0,50,100,70,72.2
2023,Caribbean,AMC,St. Lucia,LCA,Poverty & income,100,0,0,100,,50,50,100,50,100,100,80,66.7
2023,Caribbean,AMC,St. Lucia,LCA,Social statistics subscore,60,40,40,11.1,,38.5,80,90,20,50,90,66,53.9
2023,Caribbean,AMC,St. Lucia,LCA,National accounts,50,50,50,,,50,50,100,50,50,100,70,62.5
2023,Caribbean,AMC,St. Lucia,LCA,Labor,100,100,100,0,,75,50,100,50,50,100,70,72.2
2023,Caribbean,AMC,St. Lucia,LCA,Price indexes,100,100,50,,,83.3,100,100,50,50,100,80,81.3
2023,Caribbean,AMC,St. Lucia,LCA,Government finance,100,50,100,,,83.3,100,100,50,50,100,80,81.3
2023,Caribbean,AMC,St. Lucia,LCA,Money & banking,100,50,100,,,83.3,0,100,0,50,100,50,62.5
2023,Caribbean,AMC,St. Lucia,LCA,International trade,50,50,50,,,50,100,100,50,50,100,80,68.8
2023,Caribbean,AMC,St. Lucia,LCA,Balance of payments,100,50,100,,,83.3,0,100,0,50,100,50,62.5
2023,Caribbean,AMC,St. Lucia,LCA,Economic & financial statistics subscore,85.7,64.3,78.6,0,,72.7,57.1,100,35.7,50,100,68.6,70.2
2023,Caribbean,AMC,St. Lucia,LCA,Agriculture and land use,50,50,50,0,,37.5,100,100,50,50,100,80,61.1
2023,Caribbean,AMC,St. Lucia,LCA,Resource use,50,50,50,,,50,50,100,50,50,100,70,62.5
2023,Caribbean,AMC,St. Lucia,LCA,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,St. Lucia,LCA,Pollution,0,0,0,,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,St. Lucia,LCA,Built environment,100,0,0,0,,25,0,100,50,50,100,60,44.4
2023,Caribbean,AMC,St. Lucia,LCA,Environment subscore,40,20,20,0,,23.5,30,60,30,30,60,42,34.5
2023,Caribbean,AMC,St. Lucia,LCA,All Categories,61.9,41.4,46.2,6.9,,43.9,55.7,83.3,28.6,43.3,83.3,58.9,52.7
2023,Caribbean,AMC,St. Vincent & Grenadines,VCT,Population & vital statistics,100,100,100,0,,75,100,100,50,50,100,80,77.8
2023,Caribbean,AMC,St. Vincent & Grenadines,VCT,Education facilities,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,St. Vincent & Grenadines,VCT,Education outcomes,50,50,50,0,,37.5,0,100,50,50,100,60,50
2023,Caribbean,AMC,St. Vincent & Grenadines,VCT,Health facilities,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Caribbean,AMC,St. Vincent & Grenadines,VCT,Health outcomes,50,0,0,0,,12.5,100,100,50,50,100,80,50
2023,Caribbean,AMC,St. Vincent & Grenadines,VCT,Reproductive health,50,50,50,0,,37.5,100,100,50,50,100,80,61.1
