country,region,income,fragile_conflict,iso3c,date,SPI.INDEX.PIL1,SPI.INDEX.PIL2,SPI.INDEX.PIL3,SPI.INDEX.PIL4,SPI.INDEX.PIL5,SPI.INDEX,SPI.INDEX.quintile,SPI.INDEX.PIL1.quintile,SPI.INDEX.PIL2.quintile,SPI.INDEX.PIL3.quintile,SPI.INDEX.PIL4.quintile,SPI.INDEX.PIL5.quintile,population,iso2c,NY.GDP.PCAP.PP.KD,unit,obs_status,footnote,last_updated
Lithuania,Europe & Central Asia,High income,Other,LTU,2021,100,92.33333333333331,82.31875,80.87500000000001,100,91.10541666666668,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,2808380,LT,45873.5273239486,NA,NA,NA,2025-10-07
Costa Rica,Latin America & Caribbean,High income,Other,CRI,2021,100,87.03333333333332,93.0875,79.9,95,91.00416666666666,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,Top Quintile,5059988,CR,23852.9253020147,NA,NA,NA,2025-10-07
Austria,Europe & Central Asia,High income,Other,AUT,2021,100,92.03333333333332,88.63750000000002,79.15,95,90.96416666666669,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,8955797,AT,62968.9422311892,NA,NA,NA,2025-10-07
France,Europe & Central Asia,High income,Other,FRA,2021,100,88.76666666666667,86.21250000000002,78.925,100,90.78083333333332,Top Quintile,Top Quintile,4th Quintile,4th Quintile,Top Quintile,Top Quintile,67842811,FR,52517.3354905855,NA,NA,NA,2025-10-07
Japan,East Asia & Pacific,High income,Other,JPN,2021,100,89.83333333333331,84.88125000000001,83.825,95,90.70791666666666,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,125681593,JP,44355.3487163354,NA,NA,NA,2025-10-07
Slovak Republic,Europe & Central Asia,High income,Other,SVK,2021,90,96.16666666666669,85.275,81.17500000000001,100,90.52333333333334,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,5447247,SK,38346.0935768177,NA,NA,NA,2025-10-07
Switzerland,Europe & Central Asia,High income,Other,CHE,2021,100,90.43333333333332,85.57500000000002,85.92500000000001,90,90.38666666666668,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,8704546,CH,81001.4111206118,NA,NA,NA,2025-10-07
Georgia,Europe & Central Asia,Upper middle income,Other,GEO,2021,100,91.23333333333332,91.4625,77.45,90,90.02916666666668,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,3708610,GE,18915.6534005263,NA,NA,NA,2025-10-07
Hungary,Europe & Central Asia,High income,Other,HUN,2021,100,89.03333333333332,88.24375,82.375,90,89.93041666666667,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,Top Quintile,9630932,HU,38887.1909527154,NA,NA,NA,2025-10-07
Greece,Europe & Central Asia,High income,Other,GRC,2021,100,88.19999999999999,78.61875,82.75,100,89.91375,Top Quintile,Top Quintile,4th Quintile,3rd Quintile,Top Quintile,Top Quintile,10569207,GR,33531.15511226,NA,NA,NA,2025-10-07
Netherlands,Europe & Central Asia,High income,Other,NLD,2021,80,97.09999999999998,87.76875000000001,81.925,100,89.35875,Top Quintile,3rd Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,17533044,NL,68573.5648786446,NA,NA,NA,2025-10-07
Mexico,Latin America & Caribbean,Upper middle income,Other,MEX,2021,100,93.33333333333331,92.9625,84.30833333333332,75,89.12083333333334,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,4th Quintile,127648148,MX,20782.5877425331,NA,NA,NA,2025-10-07
"Korea, Rep.",East Asia & Pacific,High income,Other,KOR,2021,100,92.83333333333331,82.96249999999999,83.875,85,88.93416666666668,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,4th Quintile,51769539,KR,48419.6432513509,NA,NA,NA,2025-10-07
New Zealand,East Asia & Pacific,High income,Other,NZL,2021,100,93.63333333333333,82.88125000000002,76.625,90,88.62791666666668,Top Quintile,Top Quintile,Top Quintile,4th Quintile,4th Quintile,Top Quintile,5111300,NZ,47996.6798818463,NA,NA,NA,2025-10-07
Belarus,Europe & Central Asia,Upper middle income,Other,BLR,2021,100,85.3,87.49374999999999,74.525,95,88.46374999999999,Top Quintile,Top Quintile,4th Quintile,Top Quintile,4th Quintile,Top Quintile,9302585,BY,27611.1801135157,NA,NA,NA,2025-10-07
Latvia,Europe & Central Asia,High income,Other,LVA,2021,100,87.86666666666667,76.05625,75.97500000000001,100,87.97958333333334,Top Quintile,Top Quintile,4th Quintile,3rd Quintile,4th Quintile,Top Quintile,1884490,LV,36912.0130602161,NA,NA,NA,2025-10-07
Belgium,Europe & Central Asia,High income,Other,BEL,2021,100,82.19999999999999,81.25625,76.4,100,87.97125000000001,Top Quintile,Top Quintile,4th Quintile,4th Quintile,4th Quintile,Top Quintile,11586195,BE,60669.2137746531,NA,NA,NA,2025-10-07
Bulgaria,Europe & Central Asia,High income,Other,BGR,2021,100,91.06666666666663,75.68125,80.65,90,87.47958333333334,Top Quintile,Top Quintile,Top Quintile,3rd Quintile,Top Quintile,Top Quintile,6507301,BG,30973.6942070222,NA,NA,NA,2025-10-07
United Kingdom,Europe & Central Asia,High income,Other,GBR,2021,100,87.33333333333333,85.2,74.275,90,87.36166666666668,Top Quintile,Top Quintile,4th Quintile,4th Quintile,4th Quintile,Top Quintile,66984000,GB,51004.4271714238,NA,NA,NA,2025-10-07
Australia,East Asia & Pacific,High income,Other,AUS,2021,80,89.76666666666667,82.95625000000001,82.3,100,87.00458333333334,Top Quintile,3rd Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,25685412,AU,58182.3369477501,NA,NA,NA,2025-10-07
Estonia,Europe & Central Asia,High income,Other,EST,2021,80,91.83333333333331,83.8875,78.625,100,86.86916666666666,Top Quintile,3rd Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,1330932,EE,44251.5374983455,NA,NA,NA,2025-10-07
Cyprus,Europe & Central Asia,High income,Other,CYP,2021,100,91.36666666666666,70.49375,75.97500000000001,95,86.56708333333334,Top Quintile,Top Quintile,Top Quintile,2nd Quintile,4th Quintile,Top Quintile,1317309,CY,48784.08203125,NA,NA,NA,2025-10-07
Croatia,Europe & Central Asia,High income,Other,HRV,2021,100,89.33333333333333,72.30625,75.95,95,86.51791666666668,Top Quintile,Top Quintile,4th Quintile,2nd Quintile,4th Quintile,Top Quintile,3878981,HR,36932.5937866899,NA,NA,NA,2025-10-07
Chile,Latin America & Caribbean,High income,Other,CHL,2021,100,77.66666666666666,87.24374999999999,72.3,95,86.44208333333334,4th Quintile,Top Quintile,3rd Quintile,Top Quintile,4th Quintile,Top Quintile,19456334,CL,29089.850459728,NA,NA,NA,2025-10-07
Armenia,Europe & Central Asia,Upper middle income,Other,ARM,2021,100,84.89999999999999,86.63750000000002,67.525,90,85.81250000000001,4th Quintile,Top Quintile,4th Quintile,Top Quintile,4th Quintile,Top Quintile,2962300,AM,15921.705281964,NA,NA,NA,2025-10-07
Albania,Europe & Central Asia,Upper middle income,Other,ALB,2021,100,68.63333333333333,87.24375,73.02499999999999,100,85.78041666666667,4th Quintile,Top Quintile,3rd Quintile,Top Quintile,4th Quintile,Top Quintile,2811666,AL,16127.7048522441,NA,NA,NA,2025-10-07
Luxembourg,Europe & Central Asia,High income,Other,LUX,2021,80,93.63333333333333,81.675,72.625,100,85.58666666666667,4th Quintile,3rd Quintile,Top Quintile,4th Quintile,4th Quintile,Top Quintile,640064,LU,136772.443753292,NA,NA,NA,2025-10-07
Moldova,Europe & Central Asia,Upper middle income,Other,MDA,2021,100,95.33333333333331,75.4625,70.875,85,85.33416666666668,4th Quintile,Top Quintile,Top Quintile,3rd Quintile,4th Quintile,4th Quintile,2595809,MD,15682.0703284653,NA,NA,NA,2025-10-07
Singapore,East Asia & Pacific,High income,Other,SGP,2021,100,99.66666666666666,64.13125000000001,86.54166666666666,75,85.06791666666668,4th Quintile,Top Quintile,Top Quintile,2nd Quintile,Top Quintile,4th Quintile,5453566,SG,132617.354020876,NA,NA,NA,2025-10-07
Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,ISR,2021,100,86.79999999999998,70.8875,71.88333333333333,95,84.91416666666667,4th Quintile,Top Quintile,4th Quintile,2nd Quintile,4th Quintile,Top Quintile,9371400,IL,46162.0822730247,NA,NA,NA,2025-10-07
Mongolia,East Asia & Pacific,Upper middle income,Other,MNG,2021,100,96.9,89.65,80.925,55.00000000000001,84.495,4th Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,3rd Quintile,3383741,MN,14792.2509086422,NA,NA,NA,2025-10-07
Kyrgyz Republic,Europe & Central Asia,Lower middle income,Other,KGZ,2021,100,81.56666666666665,91.8375,68.06666666666666,80,84.29416666666667,4th Quintile,Top Quintile,4th Quintile,Top Quintile,4th Quintile,4th Quintile,6851224,KG,5736.47883415154,NA,NA,NA,2025-10-07
North Macedonia,Europe & Central Asia,Upper middle income,Other,MKD,2021,100,87.86666666666667,74.55,76.02499999999999,80,83.68833333333335,4th Quintile,Top Quintile,4th Quintile,3rd Quintile,4th Quintile,4th Quintile,1837114,MK,22144.2461882858,NA,NA,NA,2025-10-07
Iceland,Europe & Central Asia,High income,Other,ISL,2021,80,86.56666666666666,76.30625,74.22500000000001,100,83.41958333333335,4th Quintile,3rd Quintile,4th Quintile,3rd Quintile,4th Quintile,Top Quintile,372520,IS,61610.2132740715,NA,NA,NA,2025-10-07
Colombia,Latin America & Caribbean,Upper middle income,Other,COL,2021,80,84.99999999999999,92.3375,76.4,80,82.7475,4th Quintile,3rd Quintile,4th Quintile,Top Quintile,4th Quintile,4th Quintile,51188173,CO,17383.0901728295,NA,NA,NA,2025-10-07
Thailand,East Asia & Pacific,Upper middle income,Other,THA,2021,100,79.60000000000001,91.4625,67.35833333333335,75,82.68416666666667,4th Quintile,Top Quintile,4th Quintile,Top Quintile,4th Quintile,4th Quintile,71727332,TH,20242.7700035656,NA,NA,NA,2025-10-07
Kazakhstan,Europe & Central Asia,Upper middle income,Other,KAZ,2021,100,88.33333333333333,89.3875,75.50833333333333,60,82.64583333333334,4th Quintile,Top Quintile,4th Quintile,Top Quintile,4th Quintile,3rd Quintile,19743603,KZ,32945.8515725823,NA,NA,NA,2025-10-07
Romania,Europe & Central Asia,High income,Other,ROU,2021,80,91.06666666666663,76.53125,80.27499999999999,85,82.57458333333334,4th Quintile,3rd Quintile,Top Quintile,3rd Quintile,Top Quintile,4th Quintile,19122059,RO,37732.5405035335,NA,NA,NA,2025-10-07
Philippines,East Asia & Pacific,Lower middle income,Other,PHL,2021,100,93.76666666666668,89.80625,71.025,55.00000000000001,81.91958333333334,4th Quintile,Top Quintile,Top Quintile,Top Quintile,4th Quintile,3rd Quintile,113100950,PH,8857.78995115514,NA,NA,NA,2025-10-07
Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,MLT,2021,100,83.03333333333333,65.56875,84.45,75,81.61041666666668,4th Quintile,Top Quintile,4th Quintile,2nd Quintile,Top Quintile,4th Quintile,518150,MT,56805.2766131529,NA,NA,NA,2025-10-07
Russian Federation,Europe & Central Asia,High income,Other,RUS,2021,83.39999999999999,85.83333333333331,76.49375,71.775,90,81.50041666666667,4th Quintile,3rd Quintile,4th Quintile,3rd Quintile,4th Quintile,Top Quintile,144746762,RU,38638.4296875,NA,NA,NA,2025-10-07
Brazil,Latin America & Caribbean,Upper middle income,Other,BRA,2021,90,86.99999999999999,80.15624999999999,78.90833333333333,70,81.21291666666667,4th Quintile,Top Quintile,4th Quintile,3rd Quintile,Top Quintile,4th Quintile,209550294,BR,18075.7060049068,NA,NA,NA,2025-10-07
Serbia,Europe & Central Asia,Upper middle income,Other,SRB,2021,100,72.8,86.0875,76.85000000000001,70,81.14750000000002,4th Quintile,Top Quintile,3rd Quintile,4th Quintile,4th Quintile,4th Quintile,6834326,RS,23406.3429959064,NA,NA,NA,2025-10-07
South Africa,Sub-Saharan Africa,Upper middle income,Other,ZAF,2021,80,86.53333333333333,87.58125000000001,71.1,80,81.04291666666667,4th Quintile,3rd Quintile,4th Quintile,Top Quintile,4th Quintile,4th Quintile,61502603,ZA,13711.2935730474,NA,NA,NA,2025-10-07
Uruguay,Latin America & Caribbean,High income,Other,URY,2021,100,86.7,89.075,73.925,55.00000000000001,80.94,4th Quintile,Top Quintile,4th Quintile,Top Quintile,4th Quintile,3rd Quintile,3396695,UY,29431.8850087471,NA,NA,NA,2025-10-07
Turkiye,Europe & Central Asia,Upper middle income,Other,TUR,2021,50,85.56666666666666,94.1875,70.65833333333333,100,80.08250000000001,4th Quintile,Bottom 20%,4th Quintile,Top Quintile,4th Quintile,Top Quintile,84147318,TR,31338.2665190246,NA,NA,NA,2025-10-07
Ukraine,Europe & Central Asia,Upper middle income,Conflict,UKR,2021,100,55.13333333333333,87.06250000000001,63.1,95,80.05916666666668,4th Quintile,Top Quintile,Bottom 20%,Top Quintile,3rd Quintile,Top Quintile,44298640,UA,17846.408203125,NA,NA,NA,2025-10-07
Sri Lanka,South Asia,Lower middle income,Other,LKA,2021,100,81.23333333333333,78.01875,82.125,55.00000000000001,79.27541666666667,4th Quintile,Top Quintile,4th Quintile,3rd Quintile,Top Quintile,3rd Quintile,22156000,LK,14316.1352225683,NA,NA,NA,2025-10-07
Indonesia,East Asia & Pacific,Upper middle income,Other,IDN,2021,100,91.73333333333332,90.2125,52,60,78.78916666666666,4th Quintile,Top Quintile,Top Quintile,Top Quintile,3rd Quintile,3rd Quintile,276758053,ID,12757.0746440204,NA,NA,NA,2025-10-07
Ecuador,Latin America & Caribbean,Upper middle income,Other,ECU,2021,100,89.86666666666665,89.8,53.2,60,78.57333333333334,4th Quintile,Top Quintile,Top Quintile,Top Quintile,3rd Quintile,3rd Quintile,17682454,EC,13507.4445638375,NA,NA,NA,2025-10-07
Montenegro,Europe & Central Asia,Upper middle income,Other,MNE,2021,90,73.1,83.2125,64.70833333333333,80,78.20416666666668,4th Quintile,Top Quintile,3rd Quintile,4th Quintile,3rd Quintile,4th Quintile,625053,ME,23843.4329399755,NA,NA,NA,2025-10-07
West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Conflict,PSE,2021,70,91.8,73.11249999999998,69.39999999999999,85,77.8625,4th Quintile,2nd Quintile,Top Quintile,2nd Quintile,4th Quintile,4th Quintile,4922749,PS,5663.12160743584,NA,NA,NA,2025-10-07
Argentina,Latin America & Caribbean,Upper middle income,Other,ARG,2021,90,80.8,90.15625,67.68333333333334,60,77.72791666666666,4th Quintile,Top Quintile,4th Quintile,Top Quintile,4th Quintile,3rd Quintile,45312281,AR,26300.274261175,NA,NA,NA,2025-10-07
Senegal,Sub-Saharan Africa,Lower middle income,Other,SEN,2021,100,82.96666666666665,78.45625000000001,50.875,75,77.45958333333334,4th Quintile,Top Quintile,4th Quintile,3rd Quintile,3rd Quintile,4th Quintile,17220867,SN,4173.67741399619,NA,NA,NA,2025-10-07
India,South Asia,Lower middle income,Other,IND,2021,80,88.33333333333333,86.28125,77.525,55.00000000000001,77.42791666666666,4th Quintile,3rd Quintile,4th Quintile,Top Quintile,Top Quintile,3rd Quintile,1414203896,IN,8050.01857452664,NA,NA,NA,2025-10-07
Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Other,JOR,2021,80,82.89999999999999,87.60000000000001,65.225,70,77.14500000000001,4th Quintile,3rd Quintile,4th Quintile,Top Quintile,3rd Quintile,4th Quintile,11066356,JO,9182.496161256,NA,NA,NA,2025-10-07
"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Other,EGY,2021,80,77.93333333333332,83.89374999999998,71.35833333333333,70,76.63708333333334,4th Quintile,3rd Quintile,3rd Quintile,4th Quintile,4th Quintile,4th Quintile,110957008,EG,15579.0160861551,NA,NA,NA,2025-10-07
United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,ARE,2021,90,78.63333333333333,71.175,60.02499999999999,80,75.96666666666667,4th Quintile,Top Quintile,4th Quintile,2nd Quintile,3rd Quintile,4th Quintile,9575152,AE,67401.1212929253,NA,NA,NA,2025-10-07
Peru,Latin America & Caribbean,Upper middle income,Other,PER,2021,90,86.33333333333333,90.925,66.725,45,75.79666666666668,4th Quintile,Top Quintile,4th Quintile,Top Quintile,3rd Quintile,2nd Quintile,33155882,PE,15280.5512106486,NA,NA,NA,2025-10-07
Mauritius,Sub-Saharan Africa,Upper middle income,Other,MUS,2021,70,86.66666666666667,80.9375,68.12499999999999,70,75.14583333333333,3rd Quintile,2nd Quintile,4th Quintile,4th Quintile,4th Quintile,4th Quintile,1266334,MU,22737.5729410543,NA,NA,NA,2025-10-07
Malaysia,East Asia & Pacific,Upper middle income,Other,MYS,2021,80,84.26666666666667,85.08125,69.48333333333335,55.00000000000001,74.76625,3rd Quintile,3rd Quintile,4th Quintile,4th Quintile,4th Quintile,3rd Quintile,34282399,MY,29822.8491831618,NA,NA,NA,2025-10-07
Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Other,TUN,2021,90,87.26666666666667,82.75000000000001,63.63333333333333,50,74.72999999999999,3rd Quintile,Top Quintile,4th Quintile,4th Quintile,3rd Quintile,2nd Quintile,12048622,TN,12444.326402688701,NA,NA,NA,2025-10-07
El Salvador,Latin America & Caribbean,Upper middle income,Other,SLV,2021,90,79.33333333333333,78.28750000000001,54.46666666666666,70,74.4175,3rd Quintile,Top Quintile,4th Quintile,3rd Quintile,3rd Quintile,4th Quintile,6255782,SV,10809.713399518,NA,NA,NA,2025-10-07
Guatemala,Latin America & Caribbean,Upper middle income,Other,GTM,2021,80,61.999999999999986,85.86250000000003,72.30833333333334,70,74.03416666666668,3rd Quintile,3rd Quintile,2nd Quintile,4th Quintile,4th Quintile,4th Quintile,17598650,GT,11825.1409200782,NA,NA,NA,2025-10-07
Azerbaijan,Europe & Central Asia,Upper middle income,Other,AZE,2021,80,68.1,82.54375000000002,64.375,70,73.00375000000001,3rd Quintile,3rd Quintile,3rd Quintile,4th Quintile,3rd Quintile,4th Quintile,10137750,AZ,20111.3756952109,NA,NA,NA,2025-10-07
Uganda,Sub-Saharan Africa,Low income,Other,UGA,2021,100,66.63333333333333,81.55,44.28333333333334,70,72.49333333333333,3rd Quintile,Top Quintile,3rd Quintile,4th Quintile,2nd Quintile,4th Quintile,45910930,UG,2684.92035939744,NA,NA,NA,2025-10-07
Zimbabwe,Sub-Saharan Africa,Lower middle income,Institutional and Social Fragility,ZWE,2021,100,66.66666666666666,87.9625,47.69166666666666,60,72.46416666666667,3rd Quintile,Top Quintile,3rd Quintile,Top Quintile,2nd Quintile,3rd Quintile,15797210,ZW,3184.78460176113,NA,NA,NA,2025-10-07
Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,SAU,2021,70,81.36666666666666,71.5875,73.55833333333334,65,72.30250000000001,3rd Quintile,2nd Quintile,4th Quintile,2nd Quintile,4th Quintile,4th Quintile,30784383,SA,62690.4966645929,NA,NA,NA,2025-10-07
Panama,Latin America & Caribbean,High income,Other,PAN,2021,80,65.93333333333334,87.35000000000001,69.85833333333333,55.00000000000001,71.62833333333334,3rd Quintile,3rd Quintile,3rd Quintile,Top Quintile,4th Quintile,3rd Quintile,4345405,PA,30932.7627780516,NA,NA,NA,2025-10-07
Jamaica,Latin America & Caribbean,Upper middle income,Other,JAM,2021,100,73.43333333333332,77.76250000000002,64.93333333333334,40,71.22583333333334,3rd Quintile,Top Quintile,3rd Quintile,3rd Quintile,3rd Quintile,2nd Quintile,2837682,JM,9577.16421134079,NA,NA,NA,2025-10-07
Uzbekistan,Europe & Central Asia,Lower middle income,Other,UZB,2021,70,74.06666666666666,78.7,57.50833333333334,75,71.055,3rd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,3rd Quintile,4th Quintile,34243696,UZ,9247.64382703929,NA,NA,NA,2025-10-07
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,Other,BIH,2021,70,62.73333333333333,77.45000000000002,64.11666666666666,80,70.86,3rd Quintile,2nd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,4th Quintile,3244907,BA,18286.7226290133,NA,NA,NA,2025-10-07
Dominican Republic,Latin America & Caribbean,Upper middle income,Other,DOM,2021,86.6,70.33333333333334,77.13125000000001,44.38333333333333,75,70.68958333333335,3rd Quintile,4th Quintile,3rd Quintile,3rd Quintile,2nd Quintile,4th Quintile,11123476,DO,22053.4589869955,NA,NA,NA,2025-10-07
Burkina Faso,Sub-Saharan Africa,Low income,Conflict,BFA,2021,100,69.03333333333333,81.45625,41.65833333333334,60,70.42958333333334,3rd Quintile,Top Quintile,3rd Quintile,4th Quintile,2nd Quintile,3rd Quintile,21995243,BF,2486.43093147762,NA,NA,NA,2025-10-07
Rwanda,Sub-Saharan Africa,Low income,Other,RWA,2021,90,73.63333333333333,79.50625,47.84166666666667,60,70.19625,3rd Quintile,Top Quintile,3rd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,13355260,RW,2733.43566762447,NA,NA,NA,2025-10-07
Paraguay,Latin America & Caribbean,Upper middle income,Other,PRY,2021,70,61.566666666666656,87.74374999999999,55.93333333333334,75,70.04875,3rd Quintile,2nd Quintile,2nd Quintile,Top Quintile,3rd Quintile,4th Quintile,6684182,PY,15406.1670646579,NA,NA,NA,2025-10-07
Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Other,MAR,2021,60,90.6,85.91875,68.28333333333333,45,69.96041666666667,3rd Quintile,2nd Quintile,Top Quintile,4th Quintile,4th Quintile,2nd Quintile,36954442,MA,8623.265625,NA,NA,NA,2025-10-07
Bangladesh,South Asia,Lower middle income,Other,BGD,2021,90,60.8,85.83125,57.85,55.00000000000001,69.89625000000001,3rd Quintile,Top Quintile,2nd Quintile,4th Quintile,3rd Quintile,3rd Quintile,167658854,BD,7441.06913961254,NA,NA,NA,2025-10-07
Togo,Sub-Saharan Africa,Low income,Other,TGO,2021,100,61.7,87.05,40.083333333333336,60,69.76666666666668,3rd Quintile,Top Quintile,2nd Quintile,Top Quintile,2nd Quintile,3rd Quintile,8878379,TG,2577.20196322069,NA,NA,NA,2025-10-07
Niger,Sub-Saharan Africa,Low income,Conflict,NER,2021,100,59.93333333333333,84.83125,37.175,60,68.38791666666667,3rd Quintile,Top Quintile,Bottom 20%,4th Quintile,2nd Quintile,3rd Quintile,24502140,NE,1585.59922021188,NA,NA,NA,2025-10-07
Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Other,PAK,2021,90,61.86666666666667,86.825,48.00833333333333,55.00000000000001,68.34,3rd Quintile,Top Quintile,2nd Quintile,Top Quintile,2nd Quintile,3rd Quintile,239477801,PK,5367.27364714762,NA,NA,NA,2025-10-07
Kenya,Sub-Saharan Africa,Lower middle income,Other,KEN,2021,90,60.66666666666667,76.60000000000001,48.075,65,68.06833333333334,3rd Quintile,Top Quintile,2nd Quintile,3rd Quintile,2nd Quintile,4th Quintile,53219166,KE,5338.85243382781,NA,NA,NA,2025-10-07
Cabo Verde,Sub-Saharan Africa,Upper middle income,Other,CPV,2021,80,64.8,76.05000000000001,71.075,45,67.38499999999999,3rd Quintile,3rd Quintile,3rd Quintile,3rd Quintile,4th Quintile,2nd Quintile,516649,CV,7685.41921393669,NA,NA,NA,2025-10-07
